OBJECTID,COD_REG,REGIONE,COD_PRO,PROVINCIA,COD_CM,CITTAMETRO,PRO_COM17,COMUNE17,Shape_Leng,Shape_Area,MS_FB,MS_FB_PARE
4792,12,Lazio,58,-,258,Roma,58091,Roma,332524.89145499998,1287389529.10999989510,country:it/region:laz/metro:rm/comune:roma,country:it/region:laz/metro:rm
