OBJECTID,COD_REG,REGIONE,COD_PRO,PROVINCIA,COD_CM,CITTAMETRO,PRO_COM17,COMUNE17,Shape_Leng,Shape_Area,MS_FB,MS_FB_PARE
1796,3,Lombardia,15,-,215,Milano,15146,Milano,105344.19033000000,181678305.91899999976,country:it/region:lom/metro:mi/comune:milano,country:it/region:lom/metro:mi
